year,state,ipse,n_mn,n_min,n_max,pop,r_mn,r_min,r_max,race_ethn
2016,NM,1,413.8,403,426,25109,16.480146560994065,16.050021904496397,16.9660281174081,Total
2016,TX,0,6979.5,6930,7019,400157,17.441904052659332,17.31820260547735,17.540615308491414,Total
2016,TX,1,2839.9,2814,2874,400157,7.096964441456729,7.0322398458604995,7.182180993959871,Total
2016,UT,0,443,438,450,50449,8.781145315070665,8.682035322801244,8.919899304247854,Total
2016,UT,1,235,232,239,50449,4.658169636662769,4.598703641301117,4.737457630478304,Total
2017,AK,0,236.4,215,261,10777,21.93560360025981,19.94989329126844,24.21824255358634,Total
2017,AK,1,192.7,180,206,10777,17.880671801057808,16.70223624385265,19.114781479075813,Total
2017,AL,0,621.4,617,629,58460,10.629490249743414,10.554225111187137,10.759493670886076,Total
2017,AL,1,386,384,389,58460,6.602805336982552,6.568593910366062,6.654122476907287,Total
2017,HI,0,70.10000000000001,66,78,17833,3.930914596534515,3.701003757079572,4.37391353109404,Total
2017,HI,1,214.6,207,224,17833,12.033869791958729,11.607693601749565,12.560982448270062,Total
2017,IN,0,4109,4086,4134,81648,50.32578875171468,50.04409171075837,50.631981187536745,Total
2017,IN,1,1638.1,1625,1658,81648,20.062953164805016,19.902508328434255,20.306682343719384,Total
2017,ME,0,345.3,318,371,12388,27.873748789150795,25.670003228931225,29.94833710041976,Total
2017,ME,1,229.9,216,249,12388,18.558282208588956,17.43622860833064,20.100096867936713,Total
2017,MN,0,456,437,478,69429,6.567860692217949,6.294199830042201,6.884731164210921,Total
2017,MN,1,1438,1415,1470,69429,20.71180630572239,20.38053263045701,21.172708810439442,Total
2017,MS,0,494,486,504,37097,13.316440682534976,13.100789821279347,13.58600425910451,Total
2017,MS,1,420.2,416,426,37097,11.327061487451815,11.213844785292611,11.483408361862145,Total
2017,NJ,0,963.6,949,979,101923,9.454195814487406,9.31095042335881,9.605290268143598,Total
2017,NJ,1,759.5999999999999,745,776,101923,7.452684869950844,7.309439478822249,7.61359065176653,Total
2017,NM,0,112.6,103,121,23984,4.69479653102068,4.294529686457638,5.045030020013343,Total
2017,NM,1,477.4,467,492,23984,19.904936624416276,19.47131420947298,20.513675783855902,Total
2017,TX,0,7528.5,7451,7590,390513,19.278487527944012,19.080030626381195,19.435972682087407,Total
2017,TX,1,2961.5,2940,2989,390513,7.583614373913288,7.528558588318443,7.654034564790416,Total
2017,UT,0,495.70000000000005,490,504,49639,9.986099639396445,9.871270573540967,10.153306875642135,Total
2017,UT,1,311,308,315,49639,6.265234996676001,6.2047986462257505,6.345816797276335,Total
2018,AK,0,158.29999999999998,146,174,10248,15.446916471506634,14.246682279469164,16.978922716627636,Total
2018,AK,1,180.4,174,189,10248,17.603434816549573,16.978922716627636,18.442622950819672,Total
2018,AL,0,734.1,727,744,57853,12.689056747273261,12.566331910186161,12.860180111662316,Total
2018,AL,1,512,508,517,57853,8.850016420928906,8.780875667640398,8.93644236253954,Total
2018,HI,0,72.8,70,80,17086,4.260798314409458,4.09692145616294,4.682195949900503,Total
2018,HI,1,191.70000000000002,184,202,17086,11.219712044949082,10.769050684771157,11.822544773498771,Total
2018,IN,0,4443.7,4429,4468,81396,54.59359182269399,54.412993267482435,54.89213229151309,Total
2018,IN,1,1651.3,1644,1669,81396,20.287237702098384,20.197552705292644,20.504693105312302,Total
2018,ME,0,283.2,259,308,12208,23.197903014416777,21.21559633027523,25.22935779816514,Total
2018,ME,1,119.9,104,138,12208,9.821428571428571,8.51900393184797,11.304062909567497,Total
2018,MN,0,417,400,435,67799,6.150533193704922,5.89979203233086,6.416023835159811,Total
2018,MN,1,1507,1483,1534,67799,22.227466481806516,21.873478959866663,22.62570244398885,Total
2018,MS,0,485,478,493,36382,13.330767962179099,13.138365125611566,13.550656918256282,Total
2018,MS,1,304.5,300,312,36382,8.369523390687704,8.245835852894288,8.57566928701006,Total
2018,NJ,0,1049.7,1034,1067,100689,10.425170574740042,10.269244902620942,10.596986761215227,Total
2018,NJ,1,879,868,893,100689,8.729851324375057,8.62060403817696,8.868893324990813,Total
2018,NM,0,107.3,95,121,23262,4.612673028974293,4.083913678961396,5.201616370045568,Total
2018,NM,1,454.1,430,473,23262,19.521107385435474,18.48508296793053,20.333591264723584,Total
2018,TX,0,7806.5999999999995,7732,7881,378644,20.617255258237286,20.420236422602763,20.81374589324009,Total
2018,TX,1,2899,2869,2928,378644,7.656268156896716,7.577038062137522,7.732857248497269,Total
2018,UT,0,419.5,412,429,48222,8.699348844925552,8.5438181742773,8.896354361080006,Total
2018,UT,1,503.90000000000003,497,512,48222,10.449587325287213,10.30649910829082,10.617560449587325,Total
2019,AK,0,191.9,181,208,9978,19.23231108438565,18.13990779715374,20.845860893966726,Total
2019,AK,1,177,170,185,9978,17.73902585688515,17.037482461415113,18.54078973742233,Total
2019,AL,0,521.2,518,526,56901,9.159768721112108,9.10353069366092,9.244125762288887,Total
2019,AL,1,821,817,826,56901,14.428568917945203,14.35827138363122,14.516440835837683,Total
2019,HI,0,86.3,82,94,16800,5.136904761904762,4.8809523809523805,5.595238095238095,Total
2019,HI,1,199.6,190,211,16800,11.880952380952381,11.309523809523808,12.55952380952381,Total
2019,IN,0,4186.1,4172,4203,80356,52.09442978744587,51.91896062521778,52.304743889690876,Total
2019,IN,1,1582.1,1572,1594,80356,19.68863557170591,19.56294489521629,19.836726566777838,Total
2019,ME,0,323.2,302,346,12035,26.855006231823847,25.09347735770669,28.749480681346075,Total
2019,ME,1,165.1,147,185,12035,13.71832156211051,12.214374740340672,15.37183215621105,Total
2019,MN,0,403,388,418,67629,5.958982093480608,5.737183752532198,6.180780434429018,Total
2019,MN,1,1509,1491,1539,67629,22.312913099410014,22.046755090271922,22.756509781306836,Total
2019,MS,0,465.40000000000003,459,473,35518,13.103215271130132,12.92302494509826,13.317191283292978,Total
2019,MS,1,280.4,275,286,35518,7.8945886592713554,7.742553071681964,8.052255194549243,Total
2019,NJ,0,1248.8999999999999,1227,1272,99459,12.556933007570956,12.336741772991886,12.789189515277652,Total
2019,NJ,1,937.5,921,955,99459,9.425994630953458,9.260097125448677,9.601946530731256,Total
2019,NM,0,137,124,152,23014,5.952898235856435,5.388024680629182,6.604675414964804,Total
2019,NM,1,513.5,496,536,23014,22.31250543147649,21.552098722516728,23.290171200139046,Total
2019,TX,0,7769.5,7728,7801,377806,20.564787218837182,20.45494248370857,20.648163343091426,Total
2019,TX,1,2781.5,2752,2809,377806,7.362244114704373,7.284161712624998,7.4350327946088735,Total
2019,UT,0,449,441,465,48566,9.245150928633201,9.080426635918132,9.574599514063337,Total
2019,UT,1,502.8,494,513,48566,10.352921797142034,10.171725075155457,10.562945270353746,Total
2010,AK,0,99,92,104,2600,38.07692307692308,35.38461538461538,40,AIAN
2010,AL,0,0,0,0,456,0,0,0,AIAN
2010,HI,0,1.3,1,2,101,12.871287128712872,9.900990099009901,19.801980198019802,AIAN
2010,IN,0,13.6,13,15,431,31.554524361948957,30.162412993039442,34.80278422273782,AIAN
2010,ME,0,7.3,5,10,171,42.69005847953216,29.239766081871345,58.47953216374269,AIAN
2010,MN,0,94.1,93,95,1933,48.68080703569581,48.11174340403518,49.14640455250905,AIAN
2010,MS,0,1,1,1,349,2.865329512893983,2.865329512893983,2.865329512893983,AIAN
2010,NJ,0,2.2,0,5,1033,2.1297192642788,0,4.84027105517909,AIAN
2010,NM,0,14.6,14,16,4178,3.494494973671613,3.350885591191958,3.829583532790809,AIAN
2010,TX,0,15.5,14,19,4459,3.4761157210136804,3.1397174254317113,4.261045077371608,AIAN
2010,UT,0,6.1,6,7,1042,5.8541266794625715,5.758157389635317,6.717850287907869,AIAN
2011,AK,0,76.6,73,80,3090,24.789644012944983,23.624595469255663,25.889967637540455,AIAN
2011,AL,0,0.2,0,1,301,0.6644518272425249,0,3.3222591362126246,AIAN
2011,HI,0,4.3,4,5,171,25.146198830409357,23.391812865497073,29.239766081871345,AIAN
2011,IN,0,8.9,8,11,355,25.070422535211268,22.535211267605636,30.985915492957748,AIAN
2011,ME,0,6.2,4,9,152,40.78947368421053,26.31578947368421,59.21052631578947,AIAN
2011,MN,0,114.8,114,116,2508,45.77352472089314,45.45454545454545,46.25199362041467,AIAN
2011,MS,0,1,1,1,300,3.3333333333333335,3.3333333333333335,3.3333333333333335,AIAN
2011,NJ,0,2.7,1,6,604,4.470198675496689,1.6556291390728477,9.933774834437086,AIAN
2011,NM,0,17.6,17,19,4590,3.83442265795207,3.7037037037037037,4.139433551198257,AIAN
2011,TX,0,17.3,16,20,2834,6.104446012702894,5.6457304163726185,7.057163020465773,AIAN
2011,UT,0,6.1,6,7,1404,4.344729344729345,4.273504273504274,4.985754985754986,AIAN
2012,AK,0,102.7,92,107,2966,34.625758597437624,31.018206338503035,36.075522589345915,AIAN
2012,AL,0,0,0,0,330,0,0,0,AIAN
2012,HI,0,3.6,3,5,155,23.225806451612904,19.35483870967742,32.25806451612903,AIAN
2012,IN,0,9.1,8,10,404,22.524752475247524,19.801980198019802,24.752475247524753,AIAN
2012,ME,0,8.7,6,12,175,49.71428571428571,34.285714285714285,68.57142857142857,AIAN
2012,MN,0,94.9,93,98,2264,41.91696113074205,41.07773851590106,43.28621908127209,AIAN
2012,MS,0,0,0,0,314,0,0,0,AIAN
2012,NJ,0,1.8,0,3,592,3.040540540540541,0,5.0675675675675675,AIAN
2012,NM,0,7.7,7,9,4470,1.7225950782997763,1.5659955257270695,2.0134228187919465,AIAN
2012,TX,0,13.8,12,15,3068,4.498044328552804,3.911342894393742,4.889178617992178,AIAN
2012,UT,0,9.3,9,10,1575,5.904761904761905,5.714285714285714,6.349206349206349,AIAN
2013,AK,0,93.6,90,98,2868,32.63598326359833,31.380753138075313,34.17015341701534,AIAN
2013,AL,0,0.1,0,1,330,0.30303030303030304,0,3.0303030303030303,AIAN
2013,HI,0,1.6,1,3,172,9.30232558139535,5.813953488372093,17.441860465116278,AIAN
2013,IN,0,5.3,5,6,331,16.012084592145012,15.105740181268883,18.12688821752266,AIAN
2013,ME,0,9.8,6,15,170,57.64705882352942,35.294117647058826,88.23529411764706,AIAN
2013,MN,0,115,114,116,2218,51.848512173128945,51.397655545536516,52.29936880072137,AIAN
2013,MS,0,1,1,1,441,2.2675736961451247,2.2675736961451247,2.2675736961451247,AIAN
2013,NJ,0,1.1,0,3,615,1.788617886178862,0,4.878048780487805,AIAN
2013,NM,0,11.8,11,13,4847,2.4344955642665567,2.2694450175366208,2.682071384361461,AIAN
2013,TX,0,13.9,12,17,3143,4.422526248806872,3.818008272351257,5.408845052497614,AIAN
2013,UT,0,9.5,9,11,1529,6.213211249182472,5.886200130804448,7.194244604316547,AIAN
2014,AK,0,125.1,120,128,2809,44.53542185831257,42.71982912068352,45.56781772872909,AIAN
2014,AL,0,0,0,0,351,0,0,0,AIAN
2014,HI,0,1.3,1,2,131,9.923664122137405,7.633587786259541,15.267175572519083,AIAN
2014,IN,0,6.2,6,7,332,18.674698795180724,18.072289156626507,21.08433734939759,AIAN
2014,ME,0,13,7,17,189,68.78306878306879,37.03703703703704,89.94708994708994,AIAN
2014,MN,0,111.5,110,113,2158,51.66821130676552,50.973123262279884,52.36329935125116,AIAN
2014,MS,0,2,2,2,374,5.347593582887701,5.347593582887701,5.347593582887701,AIAN
2014,NJ,0,2.9,2,5,595,4.873949579831932,3.361344537815126,8.403361344537815,AIAN
2014,NM,0,12,11,13,4975,2.412060301507538,2.2110552763819094,2.6130653266331656,AIAN
2014,TX,0,19.3,18,22,3088,6.25,5.829015544041451,7.124352331606218,AIAN
2014,UT,0,11.4,11,12,1364,8.357771260997067,8.064516129032258,8.797653958944283,AIAN
2015,AK,0,170.6,163,176,2750,62.03636363636363,59.27272727272727,64,AIAN
2015,AL,0,1,1,1,391,2.557544757033248,2.557544757033248,2.557544757033248,AIAN
2015,HI,0,1.1,1,2,99,11.11111111111111,10.101010101010102,20.202020202020204,AIAN
2015,IN,0,5.3,5,6,315,16.825396825396822,15.873015873015872,19.04761904761905,AIAN
2015,ME,0,8.9,6,13,218,40.825688073394495,27.522935779816514,59.633027522935784,AIAN
2015,MN,0,136.6,135,139,2194,62.260711030082035,61.53144940747493,63.3546034639927,AIAN
2015,MS,0,3,3,3,405,7.407407407407407,7.407407407407407,7.407407407407407,AIAN
2015,NJ,0,2.4,2,4,651,3.686635944700461,3.0721966205837172,6.1443932411674345,AIAN
2015,NM,0,8.9,6,11,4659,1.9102811762180727,1.28783000643915,2.361021678471775,AIAN
2015,TX,0,29.4,28,32,3036,9.683794466403162,9.22266139657444,10.540184453227932,AIAN
2015,UT,0,13.1,13,14,1364,9.604105571847507,9.530791788856305,10.263929618768328,AIAN
2016,AK,0,245.7,241,253,2775,88.54054054054053,86.84684684684684,91.17117117117117,AIAN
2016,AL,0,1,1,1,391,2.557544757033248,2.557544757033248,2.557544757033248,AIAN
2016,HI,0,2,2,2,93,21.505376344086024,21.505376344086024,21.505376344086024,AIAN
2016,IN,0,3.6,3,5,316,11.39240506329114,9.49367088607595,15.822784810126583,AIAN
2016,ME,0,6.8,4,9,201,33.830845771144276,19.90049751243781,44.776119402985074,AIAN
2016,MN,0,177.2,175,179,2151,82.38028823802881,81.3575081357508,83.21710832171084,AIAN
2016,MS,0,0.2,0,1,429,0.4662004662004662,0,2.331002331002331,AIAN
2016,NJ,0,0.8,0,2,595,1.3445378151260505,0,3.361344537815126,AIAN
2016,NM,0,7,6,9,4328,1.6173752310536045,1.3863216266173752,2.0794824399260627,AIAN
2016,TX,0,21.5,19,23,3241,6.6337550138846035,5.862388151804999,7.096575131132366,AIAN
2016,UT,0,15.2,15,16,1290,11.782945736434108,11.627906976744185,12.4031007751938,AIAN
2017,AK,0,155,145,165,2748,56.40465793304221,52.76564774381368,60.043668122270745,AIAN
