race_ethn,year,state,n_mn,n_min,n_max,pop,r_mn,r_min,r_max,wht_mn,wht_min,wht_max,d,d_min,d_max,grt1
Asian/PI,2019,AL,1,1,1,980,1.0204081632653061,1.0204081632653061,1.0204081632653061,14.407723728184182,14.358212650080455,14.481990345339769,0.07082369030086261,0.07046049188906332,0.07106790992258973,Less than or equal to white rate
Asian/PI,2019,AZ,39.1,36,46,3481,11.232404481470843,10.341855788566503,13.214593507612756,31.54075970977379,31.217608682397415,31.8882994939333,0.35612346008235707,0.3243150607806486,0.42330575804366566,Less than or equal to white rate
Asian/PI,2019,CT,2.1,1,3,1959,1.0719754977029097,0.5104645227156713,1.5313935681470139,5.130037939187332,4.893605322483092,5.388464287678011,0.20896053994343855,0.09473283953703995,0.3129376946504466,Less than or equal to white rate
Asian/PI,2019,DC,0.4,0,2,537,0.7448789571694601,0,3.7243947858473,4.711133151500125,3.223406893131664,5.702950657079098,0.158110359698128,0,1.1554218593324739,Less than or equal to white rate
Asian/PI,2019,HI,149.9,147,153,12568,11.92711648631445,11.696371737746658,12.173774665817952,9.848484848484848,9.569377990430622,10.36682615629984,1.2110610586103905,1.1282500122411008,1.272159452577976,Greater than white rate
Asian/PI,2019,IN,4,4,4,2244,1.7825311942959001,1.7825311942959001,1.7825311942959001,17.955150522219945,17.868113864427606,18.021707966414088,0.09927687278867273,0.09891022524712365,0.09976045640970636,Less than or equal to white rate
Asian/PI,2019,KS,1.1,1,2,1307,0.8416220351951034,0.7651109410864575,1.530221882172915,0.9551616266944734,0.9176225234619395,1.0010427528675703,0.881130493179153,0.7643139505228258,1.6675940738679835,Less than or equal to white rate
Asian/PI,2019,KY,4.6,4,6,997,4.613841524573721,4.012036108324975,6.018054162487462,28.99505379872946,28.716097423755834,29.395907077052907,0.15912512377458998,0.1364828136722768,0.20957075307555315,Less than or equal to white rate
Asian/PI,2019,LA,1.3,1,2,1021,1.2732615083251715,0.9794319294809011,1.9588638589618022,27.549265970109772,27.311202221928315,27.774103954503374,0.046217620088557954,0.03526421342288139,0.07172382391094521,Less than or equal to white rate
Asian/PI,2019,MA,16.1,12,20,5607,2.8714107365792763,2.140181915462814,3.5669698591046908,29.458661646096278,28.798549612997697,29.75152825233015,0.0974725454630347,0.07193519261637238,0.12385935774678057,Less than or equal to white rate
Asian/PI,2019,MD,0.7,0,1,4474,0.15645954403218595,0,0.22351363433169424,1.0947795235681703,0.9461057611082954,1.2502111843216759,0.14291420387754764,0,0.23624592885880324,Less than or equal to white rate
Asian/PI,2019,ME,0.4,0,2,185,2.1621621621621623,0,10.81081081081081,12.62250453720508,12.068965517241379,13.157894736842104,0.17129422736899377,0,0.8957528957528957,Less than or equal to white rate
Asian/PI,2019,MI,16.8,16,19,4079,4.118656533464085,3.922530031870556,4.658004412846286,44.222627150436786,44.1074012540865,44.3217750147382,0.09313459644659318,0.08850119451592829,0.1056059590999986,Less than or equal to white rate
Asian/PI,2019,MN,29.7,29,31,4107,7.231555880204529,7.061115169223277,7.54808862916971,12.151670177550406,12.03731567860367,12.298124184973418,0.5951079789479854,0.57416196673725,0.6270574628682737,Less than or equal to white rate
Asian/PI,2019,MS,0,0,0,375,0,0,0,8.245501659581901,8.035870261456939,8.327024981074944,0,0,0,Less than or equal to white rate
Asian/PI,2019,NJ,8,7,9,9267,0.8632782993417503,0.7553685119240315,0.9711880867594691,8.886124316879194,8.775047762918204,8.997200870840183,0.09714902341642385,0.08395594616234162,0.11067610262630567,Less than or equal to white rate
Asian/PI,2019,NM,7.1,6,8,482,14.730290456431534,12.448132780082986,16.597510373443985,21.987701512381587,21.106863885657305,22.768821671929533,0.6699331645982505,0.5467183572099221,0.7863560623386807,Less than or equal to white rate
Asian/PI,2019,NV,36.9,35,39,3118,11.834509300833869,11.225144323284155,12.508017960230918,35.90284342956876,35.34288415387972,36.65187986328267,0.3296259619116194,0.30626380870928654,0.35390484561962,Less than or equal to white rate
Asian/PI,2019,OH,15.9,14,19,3982,3.992968357609242,3.5158211953792065,4.771471622300351,32.62562505123371,32.512910894335604,32.69735224198705,0.12238748993586718,0.10752617427121515,0.14675621133423755,Less than or equal to white rate
Asian/PI,2019,OK,2.2,2,3,1343,1.6381236038719287,1.4892032762472078,2.2338049143708116,7.90529407550684,7.808582276667383,7.987678200444158,0.20721855356998872,0.18643756531959438,0.28607048440093724,Less than or equal to white rate
Asian/PI,2019,OR,17.6,14,20,2653,6.633999246136449,5.277044854881266,7.538635506973238,17.84303623561738,17.448050832904002,18.3754078653615,0.371797667086165,0.28717974009321134,0.43206175745182246,Less than or equal to white rate
Asian/PI,2019,TX,15.4,14,17,17698,0.8701548197536445,0.7910498361396767,0.9605605153124647,7.772707804829836,7.70105096695549,7.849306493592067,0.11195002328698683,0.10077958311163739,0.12473109442258498,Less than or equal to white rate
Asian/PI,2019,UT,12.1,12,13,2304,5.251736111111111,5.208333333333333,5.642361111111111,8.81192827370129,8.672056396340952,8.867877024645423,0.5959803516313933,0.5873258412197687,0.6506370407706092,Less than or equal to white rate
Asian/PI,2019,WV,3,3,3,156,19.230769230769234,19.230769230769234,19.230769230769234,66.83860543160773,66.68323907774533,66.99397178547014,0.2877194864642564,0.28705223348080494,0.2883898487346763,Less than or equal to white rate
Black,2019,AK,17.9,17,19,697,25.681492109038736,24.390243902439025,27.2596843615495,8.497203680317517,8.118347465271514,8.659570629622948,3.022346300645472,2.8165650406504064,3.357787342579308,Greater than white rate
Black,2019,AL,341,339,342,18702,18.233344027376752,18.126403593198585,18.28681424446583,14.407723728184182,14.358212650080455,14.481990345339769,1.2655256563331339,1.251651407089328,1.2736135541468918,Greater than white rate
Black,2019,AZ,475.8,464,490,6123,77.70700636942675,75.77984648048343,80.026130981545,31.54075970977379,31.217608682397415,31.8882994939333,2.463701162700499,2.376415415155657,2.5634933090396865,Greater than white rate
Black,2019,CT,66.6,64,71,6031,11.042944785276072,10.611838832697728,11.772508705024041,5.130037939187332,4.893605322483092,5.388464287678011,2.152604896139506,1.9693623760232,2.405692312564857,Greater than white rate
Black,2019,DC,64.2,58,69,3714,17.2859450726979,15.616585891222401,18.578352180936992,4.711133151500125,3.223406893131664,5.702950657079098,3.669169288325822,2.738334386926084,5.763576488132222,Greater than white rate
Black,2019,HI,14.8,13,17,808,18.31683168316832,16.08910891089109,21.03960396039604,9.848484848484848,9.569377990430622,10.36682615629984,1.8598629093678605,1.551980198019802,2.198638613861386,Greater than white rate
Black,2019,IN,443.5,440,448,11317,39.18883096226915,38.879561721304235,39.586462843509764,17.955150522219945,17.868113864427606,18.021707966414088,2.1825955128458543,2.157373862331007,2.215480780112988,Greater than white rate
Black,2019,KS,4.5,4,6,3519,1.278772378516624,1.1366865586814436,1.7050298380221653,0.9551616266944734,0.9176225234619395,1.0010427528675703,1.3388020862417496,1.1355025101828173,1.8580950166627916,Greater than white rate
Black,2019,KY,294.3,280,304,5995,49.09090909090909,46.705587989991656,50.70892410341952,28.99505379872946,28.716097423755834,29.395907077052907,1.6930787379004697,1.588846633225721,1.7658710149614474,Greater than white rate
Black,2019,LA,1228.6,1223,1237,21768,56.44064682102168,56.18338846012495,56.82653436236677,27.549265970109772,27.311202221928315,27.774103954503374,2.04871690165024,2.0228695245095465,2.0807042436506302,Greater than white rate
Black,2019,MA,543.5,527,567,8877,61.225639292553794,59.36690323307424,63.87293004393377,29.458661646096278,28.798549612997697,29.75152825233015,2.0783578028116945,1.995423654528557,2.217921766973497,Greater than white rate
Black,2019,MD,44.9,40,49,24257,1.8510120789875089,1.6490085336191613,2.0200354536834726,1.0947795235681703,0.9461057611082954,1.2502111843216759,1.6907624221492383,1.3189839879042995,2.1351053304200844,Greater than white rate
Black,2019,ME,13.9,7,19,439,31.662870159453302,15.945330296127564,43.28018223234624,12.62250453720508,12.068965517241379,13.157894736842104,2.5084459321148485,1.2118451025056949,3.586072242108689,Greater than white rate
Black,2019,MI,3060.2,3046,3070,21753,140.67944651312462,140.026662989013,141.12995908610307,44.222627150436786,44.1074012540865,44.3217750147382,3.181164385249218,3.1593198364111164,3.1996888293895474,Greater than white rate
Black,2019,MN,574.9,570,584,7093,81.05174115324968,80.36091921612858,82.33469617933173,12.151670177550406,12.03731567860367,12.298124184973418,6.670008317291944,6.534404597598579,6.839954885097984,Greater than white rate
Black,2019,MS,133.7,132,137,16151,8.27812519348647,8.172868553030773,8.48244690731224,8.245501659581901,8.035870261456939,8.327024981074944,1.0039565250546834,0.9814872144139681,1.0555729039077761,Less than or equal to white rate
Black,2019,NJ,383.7,377,390,18640,20.58476394849785,20.22532188841202,20.92274678111588,8.886124316879194,8.775047762918204,8.997200870840183,2.3165064109442057,2.2479571345308114,2.384345629380127,Greater than white rate
Black,2019,NM,24.6,21,28,956,25.73221757322176,21.966527196652716,29.288702928870293,21.987701512381587,21.106863885657305,22.768821671929533,1.1703004772341294,0.9647634608924043,1.3876387836457682,Less than or equal to white rate
Black,2019,NV,554,544,559,5147,107.63551583446667,105.69263648727414,108.60695550806294,35.90284342956876,35.34288415387972,36.65187986328267,2.9979663322660546,2.883689373683545,3.0729511217929493,Greater than white rate
Black,2019,OH,2466.2,2460,2472,24044,102.57028780568956,102.31242721676925,102.81151222758277,32.62562505123371,32.512910894335604,32.69735224198705,3.1438566355316753,3.1290737690187855,3.1621749452613477,Greater than white rate
Black,2019,OK,101,98,104,6056,16.6776750330251,16.18229854689564,17.17305151915456,7.90529407550684,7.808582276667383,7.987678200444158,2.1096843297326453,2.0259076718934192,2.199253450971362,Greater than white rate
Black,2019,OR,103.2,87,114,1853,55.693470048569885,46.95089044792229,61.52185644900162,17.84303623561738,17.448050832904002,18.3754078653615,3.121300058641217,2.5550937857780514,3.526001674237563,Greater than white rate
Black,2019,TX,749.1,742,755,54155,13.832517773058814,13.70141261194719,13.941464315391007,7.772707804829836,7.70105096695549,7.849306493592067,1.7796266269604923,1.7455570913344514,1.8103326903318213,Greater than white rate
Black,2019,UT,32.7,30,37,1208,27.06953642384106,24.834437086092713,30.629139072847682,8.81192827370129,8.672056396340952,8.867877024645423,3.071919741406497,2.8004940773392946,3.5319349497970514,Greater than white rate
Black,2019,WV,191.8,191,193,1051,182.49286393910563,181.73168411037108,183.6346336822074,66.83860543160773,66.68323907774533,66.99397178547014,2.7303511609894455,2.7126572625417262,2.7538349399630935,Greater than white rate
Latinx,2019,AK,2.9,2,5,655,4.427480916030534,3.0534351145038165,7.633587786259541,8.497203680317517,8.118347465271514,8.659570629622948,0.521051522665759,0.35260814249363864,0.9402883799830364,Less than or equal to white rate
Latinx,2019,AL,12.4,12,14,4348,2.8518859245630175,2.7598896044158234,3.219871205151794,14.407723728184182,14.358212650080455,14.481990345339769,0.19794146378474756,0.19057391550491828,0.22425292643466677,Less than or equal to white rate
Latinx,2019,AZ,830.4,816,842,33464,24.8147262730098,24.384413100645467,25.161367439636624,31.54075970977379,31.217608682397415,31.8882994939333,0.7867510643797289,0.7646821400835302,0.8059991940966411,Less than or equal to white rate
Latinx,2019,CT,37.9,32,43,8098,4.680167942701901,3.9515929859224497,5.309953074833293,5.130037939187332,4.893605322483092,5.388464287678011,0.9123066921106053,0.7333430779078735,1.0850799614830686,Less than or equal to white rate
Latinx,2019,DC,6.5,4,11,1189,5.466778805719091,3.36417157275021,9.251471825063078,4.711133151500125,3.223406893131664,5.702950657079098,1.1603957328139523,0.5899001718652868,2.870091220806107,Less than or equal to white rate
Latinx,2019,HI,4.4,1,7,819,5.372405372405373,1.221001221001221,8.547008547008549,9.848484848484848,9.569377990430622,10.36682615629984,0.5455057762750072,0.11777965624119471,0.8931623931623933,Less than or equal to white rate
Latinx,2019,IN,76.2,75,78,7690,9.908972691807541,9.75292587776333,10.143042912873863,17.955150522219945,17.868113864427606,18.021707966414088,0.5518735518003561,0.5411765575127084,0.5676616451984307,Less than or equal to white rate
Latinx,2019,KS,2.4,2,3,5857,0.4097660918558989,0.34147174321324913,0.5122076148198738,0.9551616266944734,0.9176225234619395,1.0010427528675703,0.42900183634258415,0.3411160434807354,0.5581898893321124,Less than or equal to white rate
Latinx,2019,KY,57.6,52,62,3336,17.26618705035971,15.587529976019185,18.585131894484412,28.99505379872946,28.716097423755834,29.395907077052907,0.595487325880261,0.530261914870018,0.647202564479029,Less than or equal to white rate
Latinx,2019,LA,9.7,7,12,4369,2.2201876859693295,1.6021972991531241,2.746623941405356,27.549265970109772,27.311202221928315,27.774103954503374,0.08058972200486847,0.05768673228046081,0.10056766886666293,Less than or equal to white rate
Latinx,2019,MA,462,452,471,12619,36.611458911165705,35.8190030905777,37.324669149694905,29.458661646096278,28.798549612997697,29.75152825233015,1.242807950714125,1.2039382577858784,1.296060727059987,Greater than white rate
Latinx,2019,MD,4,1,8,10875,0.367816091954023,0.09195402298850575,0.735632183908046,1.0947795235681703,0.9461057611082954,1.2502111843216759,0.33597275436355895,0.07355079217148183,0.7775369458128079,Less than or equal to white rate
Latinx,2019,ME,5.5,4,7,243,22.63374485596708,16.46090534979424,28.80658436213992,12.62250453720508,12.068965517241379,13.157894736842104,1.7931262998760407,1.2510288065843622,2.386831275720165,Greater than white rate
Latinx,2019,MI,281.9,279,286,7259,38.83455021352803,38.43504614960738,39.3993663038986,44.222627150436786,44.1074012540865,44.3217750147382,0.8781601798875593,0.8671820146378767,0.8932597519616574,Less than or equal to white rate
Latinx,2019,MN,79.7,76,86,5157,15.45472173744425,14.73725033934458,16.676362226100448,12.151670177550406,12.03731567860367,12.298124184973418,1.271818730399387,1.1983331862392017,1.3853887919332948,Greater than white rate
Latinx,2019,MS,5.1,5,6,1515,3.366336633663366,3.3003300330033003,3.9603960396039604,8.245501659581901,8.035870261456939,8.327024981074944,0.4082634110868714,0.39633963396339633,0.4928397187544841,Less than or equal to white rate
Latinx,2019,NJ,144.2,141,148,25449,5.6662344296436,5.540492750206295,5.815552673975401,8.886124316879194,8.775047762918204,8.997200870840183,0.6376496915399424,0.6158018287846572,0.6627374381426042,Less than or equal to white rate
Latinx,2019,NM,293.6,290,300,12499,23.489879190335227,23.201856148491878,24.00192015361229,21.987701512381587,21.106863885657305,22.768821671929533,1.068318995376017,1.0190187477771944,1.1371618390888594,Greater than white rate
Latinx,2019,NV,265.3,254,274,12737,20.829080631231843,19.94190154667504,21.51213001491717,35.90284342956876,35.34288415387972,36.65187986328267,0.5801512816691696,0.5440894606514454,0.608669341224539,Less than or equal to white rate
Latinx,2019,OH,229.2,225,237,7252,31.605074462217317,31.025923883066742,32.68063982349697,32.62562505123371,32.512910894335604,32.69735224198705,0.9687193551874096,0.9488818438095423,1.005158840735807,Less than or equal to white rate
Latinx,2019,OK,34,33,35,6735,5.048255382331106,4.8997772828507795,5.1967334818114335,7.90529407550684,7.808582276667383,7.987678200444158,0.6385917252556403,0.6134169604602155,0.6655156208495945,Less than or equal to white rate
Latinx,2019,OR,103.1,90,112,8315,12.399278412507515,10.823812387251955,13.469633193024654,17.84303623561738,17.448050832904002,18.3754078653615,0.6949085485662296,0.5890379395417582,0.7719849811317181,Less than or equal to white rate
Latinx,2019,TX,1063.7,1053,1072,179259,5.933872218410233,5.874182049436849,5.980173938268092,7.772707804829836,7.70105096695549,7.849306493592067,0.7634240688583481,0.7483695603213291,0.7765399766770114,Less than or equal to white rate
Latinx,2019,UT,114.6,114,116,8258,13.877452167595058,13.80479534996367,14.046984742068299,8.81192827370129,8.672056396340952,8.867877024645423,1.5748485163016526,1.5567193040225598,1.6197985921765015,Greater than white rate
Latinx,2019,WV,8.3,8,9,423,19.62174940898345,18.912529550827422,21.27659574468085,66.83860543160773,66.68323907774533,66.99397178547014,0.2935691025011183,0.2823019601135103,0.31906961987666316,Less than or equal to white rate
